Year_of_prod,Season,Episode Number,Episode_Title,Duration,Director,Stars,Votes,Full Summary,Chandler,Joey,Ross,Rachel,Phoebe,Monica,The Gang,Summary1,Summary2,Summary3,Summary4,Summary5,Summary6,Summary7,Summary8,Summary9,Summary10,Summary11,Summary12,Summary13,Summary14,Summary15,Summary16,Summary17,Summary18,Summary19,Summary20,Summary21,Summary22,Summary23,Summary24,Summary25,Summary26,Summary27,Summary28,Summary29,Summary30,Summary31,Summary32,Summary33,Summary34,Summary35,Summary36,Summary37,Summary38,Summary39,Summary40,Summary41,Summary42,Summary43,Summary44,Summary45,Summary46,Summary47,Summary48,Summary49,Summary50,Summary51,Summary52
1994,1,1,The One Where Monica Gets a Roommate: The Pilot,22,James Burrows,8.3,7440,"Monica and the gang introduce Rachel to the ""real world"" after she leaves her fiancé at the altar.",0,0,0,1,0,1,0,Monica,,,,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,2,The One with the Sonogram at the End,22,James Burrows,8.1,4888,Ross finds out his ex-wife is pregnant. Rachel returns her engagement ring to Barry. Monica becomes stressed when her and Ross's parents come to visit.,0,0,2,1,0,1,0,Ross,,,,,,,Rachel,,,,,,,Monica,,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,3,The One with the Thumb,22,James Burrows,8.2,4605,Monica becomes irritated when everyone likes her new boyfriend more than she does. Chandler resumes his smoking habit. Phoebe is given $7000 when she finds a thumb in a can of soda.,1,0,0,0,1,1,0,Monica,,,,,,,,,,,,,Chandler,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,4,The One with George Stephanopoulos,22,James Burrows,8.1,4468,"Joey and Chandler take Ross to a hockey game to take his mind off the anniversary of the first time he slept with Carol, while the girls become depressed when they realize they don't have a 'plan'.",1,1,1,0,0,0,0,Joey,,Chandler,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,5,The One with the East German Laundry Detergent,22,Pamela Fryman,8.5,4438,"Eager to spend time with Rachel, Ross pretends his washroom is rat-infested so he can join her at the laundromat. Meanwhile, Joey has Monica pose as his girlfriend, and Chandler struggles to break up with his girlfriend.",1,1,1,1,0,1,0,,,,,,Rachel,Ross,,,,,,,,,,,,,,,Joey,,Monica,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,
1994,1,6,The One with the Butt,22,Arlene Sanford,8.1,4274,Monica's obsessiveness is put to the test after Rachel cleans the apartment. Joey lands a film role as Al Pacino's butt double. Chandler enjoys a relationship with all of the fun but none of the responsibility.,1,1,0,1,0,1,0,Monica,,,,,,,,Rachel,,,,Joey,,,,,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,7,The One with the Blackout,22,James Burrows,9,5469,"When New York suffers from a blackout, Ross tries to tell Rachel that he likes her, and Chandler gets stuck in an ATM vestibule with a model.",1,0,1,1,0,0,0,,,,,,,,Ross,,,,Rachel,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,8,The One Where Nana Dies Twice,22,James Burrows,8.1,4156,Monica and Ross mourn the loss of their grandmother. Chandler is shocked to find that people think he is gay.,1,0,1,0,0,1,0,Monica,,Ross,,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,9,The One Where Underdog Gets Away,22,James Burrows,8.2,4038,The gang's plans for Thanksgiving go awry after they get locked out of Monica and Rachel's apartment.,0,0,0,1,0,1,1,The Gang,,,,,,,,,,,,,Monica,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,10,The One with the Monkey,22,Peter Bonerz,8.1,4064,The gang make (and break) a pact not to bring dates to their New Years Eve party. Phoebe starts dating a scientist. Ross compensates for his loneliness by getting a monkey.,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,Phoebe,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,11,The One with Mrs. Bing,22,James Burrows,8.2,3996,"Chandler's flamboyant romance-novelist mother comes to visit, and Joey catches her kissing Ross. Meanwhile, Monica and Phoebe fight over a guy in a coma.",1,1,1,0,1,1,0,Chandler,,,,,,,,Joey,,,,Ross,,Monica,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,12,The One with the Dozen Lasagnas,22,Paul Lazarus,8.2,3926,Rachel and Paolo's relationship hits a snag when he makes a pss at Phoebe. Ross refuses to find out the sex of his baby until it's born. Chandler and Joey go shopping for a new kitchen table.,1,1,1,1,1,0,0,Rachel,,,,,,,,,,,,,Phoebe,Ross,,,,,,,,,,,,,Chandler,,Joey,,,,,,,,,,,,,,,,,,,,,,
1995,1,13,The One with the Boobies,22,Alan Myerson,8.7,4172,Joey finds out his dad has a mistress. Rachel tries to even the score after Chandler inadvertently catches a glimpse of her breasts. Phoebe dates a shrink who analyzes the gang.,1,1,0,1,1,0,1,Joey,,,,,,,,Rachel,,,,,,,Chandler,,,,,,,,Phoebe,,,,,,,The Gang,,,,,,,,,,,,,,,,,,,,,
1995,1,14,The One with the Candy Hearts,22,James Burrows,8.3,3866,"As Valentine's Day approaches; Ross and his date end up at the same restaurant as Carol and Susan, Joey inadvertently sets Chandler up on a blind date with Janice, and the girls burn mementos of their old boyfriends.",1,1,1,0,0,0,0,,,,,Ross,,,,,,,,,,,,,,Joey,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,15,The One with the Stoned Guy,22,Alan Myerson,8.2,3915,"Monica cooks a gourmet meal for a restaurateur who is looking for a new chef, however he arrives at the apartment stoned. Meanwhile, Ross tries to master 'dirty talk'.",0,0,1,0,0,1,0,Monica,,,,,,,,,,,,,,,,,,,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,16,The One with Two Parts: Part 1,22,Michael Lembeck,8.2,3834,Phoebe feels neglected when Joey falls for her twin sister. Chandler struggles to fire an attractive co-worker. Ross attends Lamaze classes with Carol and Susan.,1,1,1,0,1,0,0,Phoebe,,,,Joey,,,,,,Chandler,,,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,17,The One with Two Parts: Part 2,22,Michael Lembeck,8.5,3883,"Rachel switches identities with Monica so she can use her health insurance. Meanwhile, Ursula continues to come between Phoebe and Joey.",0,1,0,1,1,1,0,Rachel,,,,Monica,,,,,,,,,,,,,,Phoebe,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,18,The One with All the Poker,22,James Burrows,8.8,4340,"As Rachel interviews for a new job, the girls take on the guys in a game of poker.",0,0,0,1,0,0,0,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,19,The One Where the Monkey Gets Away,22,Peter Bonerz,8.1,3734,The gang frantically search for Ross's monkey Marcel after Rachel loses him.,0,0,1,1,0,0,1,The Gang,,,,,Ross,,,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,20,The One with the Evil Orthodontist,22,Peter Bonerz,7.9,3736,"Rachel and Barry start dating again, despite the fact that he's now engaged to Mindy; Chandler goes nuts when a woman he likes won't return his phone calls.",1,0,0,1,0,0,0,Rachel,,,,,,,,,,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,21,The One with the Fake Monica,22,Gail Mancuso,7.9,3769,Monica befriends the woman who stole her credit card. Ross is forced to give away Marcel. Joey tries to come up with a less ethnic-sounding stage name.,0,1,1,0,0,1,0,Monica,,,,,,,,,Ross,,,,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,22,The One with the Ick Factor,22,Robby Benson,8.3,3720,Monica gets a shock when she finds out her boyfriend is a high school student. Chandler finds out his colleagues don't like him when Phoebe temps as his secretary.,1,0,0,0,1,1,0,Monica,,,,,,,,,,,,,,,Chandler,,,,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,23,The One with the Birth,22,James Burrows,8.7,3919,"As Carol goes into labor; Ross and Susan argue, Rachel flirts with Carol's doctor, and Joey assists a pregnant single mother.",0,1,1,1,0,0,0,,,,,,Ross,,,,Rachel,,,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,24,The One Where Rachel Finds Out,22,Kevin Bright,8.9,4187,"As Ross leaves for China, Chandler accidentally reveals Ross's feelings for Rachel. Joey takes part in a fertility study and is unable to sleep with his new girlfriend.",1,1,2,1,0,0,0,,Ross,,,,Chandler,,,Ross,,,Rachel,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,1,The One with Ross's New Girlfriend,22,Michael Lembeck,8.5,3814,"Rachel waits for Ross at the airport, unaware he has a new girlfriend. Meanwhile, Chandler has a frightening experience with Joey's tailor, and Phoebe gives Monica a bad haircut.",1,1,1,1,1,1,0,Rachel,,,Ross,,,,,,,,,,,Chandler,,,,,,Joey,,,Phoebe,,Monica,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,2,The One with the Breast Milk,22,Michael Lembeck,8.2,3669,"Monica goes shopping with Julie and tries to keep it a secret from Rachel. Ross is grossed out by Carol's breast milk. At his day job, Joey competes with a fellow cologne spritzer.",0,1,1,1,0,1,0,Monica,,,,,,,,,,,,,Rachel,Ross,,,,,,,,,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,3,The One Where Heckles Dies,22,Kevin Bright,8.4,3676,"After Mr. Heckles dies and leaves all his belongings to Monica and Rachel, Chandler worries he will die alone just like him. Meanwhile, Phoebe and Ross argue over evolution.",1,0,1,1,1,1,0,,,,,,,,,,,Monica,,Rachel,Chandler,,,,,,,,,,Phoebe,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,4,The One with Phoebe's Husband,22,Gail Mancuso,8,3555,"When the gang find out Phoebe married a gay Canadian ice dancer for a green card, more of their secrets are revealed. Meanwhile, Rachel gives Ross bad advice on his relationship with Julie.",0,0,1,1,1,0,1,The Gang,,,,,Phoebe,,,,,,,,,,,,,,,,,,Rachel,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,5,The One with Five Steaks and an Eggplant,22,Ellen Gittelsohn,8.3,3550,"The gang are divided by income issues; Monica, Ross and Chandler have money, and Rachel, Phoebe and Joey don't.",1,1,1,1,1,1,1,The Gang,,,,,,,Monica,Ross,,Chandler,,,,Rachel,Phoebe,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,6,The One with the Baby on the Bus,22,Gail Mancuso,8.6,3822,"Joey and Chandler are left to babysit Ben when Monica takes Ross to the hospital. Meanwhile, Phoebe loses her singing gig at Central Perk to a professional singer.",1,1,1,0,1,1,0,Joey,,Chandler,,,,,,,Monica,,Ross,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,7,The One Where Ross Finds Out,22,Peter Bonerz,9,4319,"A drunken Rachel calls Ross and reveals her feelings for him on his answering machine. Meanwhile, Monica keeps busy by being Chandler's personal trainer and Phoebe constantly wonders why her current boyfriend won't sleep with her.",1,0,1,1,1,1,0,,,Rachel,,Ross,,,,,,,,,,,,Monica,,,,,Chandler,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,8,The One with the List,22,Mary Kay Place,8.5,3581,"With help from Chandler and Joey, Ross makes a list of pros and cons to decide whether to be with Julie or Rachel. Meanwhile, Monica gets a job making dessert with a disgusting synthetic chocolate substitute.",1,1,1,1,0,1,0,,,,Chandler,,Joey,Ross,,,,,,,,,,,,,,,,Rachel,,Monica,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,9,The One with Phoebe's Dad,22,Kevin Bright,8,3444,"Phoebe tracks down her father, but isn't sure whether she should meet him. Ross asks Rachel to make a list of pros and cons about him.",0,0,1,1,1,0,0,Phoebe,,,,,,,,,,,,,Ross,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,10,The One with Russ,22,Thomas Schlamme,8,3591,Monica gets back together with 'Fun Bobby' and realizes why he is always so upbeat. Rachel starts dating a guy called Russ who bears an uncanny resemblance to Ross.,0,0,1,1,0,1,0,Monica,,,,,,,,,,,,,,,Rachel,,,,,,,,,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,
1996,2,11,The One with the Lesbian Wedding,22,Thomas Schlamme,8.1,3524,Rachel's mom comes to visit with big news. Monica caters Carol and Susan's wedding. Phoebe becomes 'possessed' by the spirit of a recently deceased client.,0,0,0,1,1,1,0,Rachel,,,,,,,,Monica,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,12,The One After the Superbowl: Part 1,22,Michael Lembeck,8.6,3723,Ross goes to visit Marcel whilst on a trip to California and discovers he is working in commercials. Joey receives a fan letter from an attractive but unstable woman. Phoebe is asked to sing for children at a library.,0,1,1,0,1,0,0,Ross,,,,,,,,,,,,,,,,,,Joey,,,,,,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,
1996,2,13,The One After the Superbowl: Part 2,22,Michael Lembeck,8.8,3864,"Ross finds Marcel on the set of a new movie, where Chandler bumps into a former schoolmate. Meanwhile, Rachel and Monica compete for the affections of Jean-Claude Van Damme.",1,0,1,1,0,1,0,Ross,,,,,,,,,,,Chandler,,,,,,,Rachel,,Monica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,14,The One with the Prom Video,22,James Burrows,9.4,5736,The gang watches a home video from the night of Monica and Rachel's prom. Joey gives Chandler a hideous bracelet.,1,1,0,1,0,1,1,The Gang,,,,,,,,,,Monica,,Rachel,,Joey,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,15,The One Where Ross and Rachel... You Know,22,Michael Lembeck,8.9,3928,Monica becomes infatuated with a friend of her parents when she caters a party for him. Ross and Rachel go on their first date. Joey and Chandler refuse to move when they get a new TV and two armchairs.,1,1,1,1,0,1,0,Monica,,,,,,,,,,,,,,,,Ross,,Rachel,,,,,,Joey,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,16,The One Where Joey Moves Out,22,Michael Lembeck,8.6,3435,Joey and Chandler's friendship is jeopardized when Joey decides to move out. Monica worries about her parents finding out about her relationship with Richard when they attend a party together. Rachel and Phoebe go to get tattoos.,1,2,0,1,1,1,0,Joey,,Chandler,,,,,Joey,,,,,Monica,,,,,,,,,,,,,,,,,,Rachel,,Phoebe,,,,,,,,,,,,,,,,,,,
1996,2,17,The One Where Eddie Moves In,22,Michael Lembeck,8.3,3407,"Chandler gets a new roommate. Phoebe gets the chance to make a music video for her song ""Smelly Cat"". Ross and Monica clash when he is always at her and Rachel's apartment.",1,0,1,1,1,1,0,Chandler,,,,,Phoebe,,,,,,,,,,,,,Ross,,Monica,,,,,,,,,Rachel,,,,,,,,,,,,,,,,,,,,,,
1996,2,18,The One Where Dr. Ramoray Dies,22,Michael Lembeck,8.5,3403,"Joey's soap opera character is killed off after he brags in an interview that he writes his own lines. Chandler is unnerved by Eddie's strange behavior, while Ross and Rachel compare their past lovers as do Richard and Monica.",1,1,1,1,0,1,0,Joey,,,,,,,,,,,,,,,,,,,Chandler,,,,,,,,Ross,,Rachel,,,,,,,,,Monica,,,,,,,,,,,,,
1996,2,19,The One Where Eddie Won't Go,22,Michael Lembeck,8.6,3495,"Chandler demands that Eddie move out; however, he doesn't seem to get the message. Meanwhile, a book on empowerment for women inspires the girls. In order to pay his bills, Ross convinces Joey to audition for a role he doesn't want.",1,1,1,0,0,0,0,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross,,Joey,,,,,,,,,,,,,,,,,,,
1996,2,20,The One Where Old Yeller Dies,22,Michael Lembeck,8.2,3295,Phoebe's world view is shattered when she learns how Old Yeller really ends. Monica becomes jealous when Richard starts hanging out with Chandler and Joey. Rachel panics when she learns that Ross has planned their whole life together.,1,1,1,1,1,1,0,Phoebe,,,,,,,,,,,,,Monica,,,,,,,,,Chandler,,Joey,Rachel,,,,,,Ross,,,,,,,,,,,,,,,,,,,,
1996,2,21,The One with the Bullies,22,Michael Lembeck,8.2,3337,Chandler and Ross run into two bullies at Central Perk. Monica tries her luck at the stock market to avoid taking a job at a 1950s themed diner. Phoebe drives upstate for a second time to meet her father while Joey and Rachel accompany her.,1,1,1,1,1,1,0,Chandler,,Ross,,,,,,,,Monica,,,,,,,,,,,,,,,,,,Phoebe,,,,,,,,,,,,Joey,,Rachel,,,,,,,,,
1996,2,22,The One with the Two Parties,22,Michael Lembeck,9,4151,"Chaos ensues when Rachel's recently divorced parents show up at her surprise birthday party, so the gang has to find ways to keep her parents separated otherwise they'll start fighting.",0,0,0,1,0,0,1,,,,Rachel,,,,,,,,,,,,The Gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,23,The One with the Chicken Pox,22,Michael Lembeck,8.1,3360,Phoebe catches chicken pox just as an old flame arrives in town on leave from the Navy. Joey gets a job at Chandler's office. Monica is upset that Richard doesn't have any quirks.,1,1,0,0,1,1,0,Phoebe,,,,,,,,,,,,,,,,,Joey,,,,,Chandler,,Monica,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,24,The One with Barry and Mindy's Wedding,22,Michael Lembeck,8.2,3335,Rachel reluctantly agrees to be maid of honor at her ex-fiancÃ© Barry's wedding. Monica ponders her future with Richard. Joey has to practice kissing guys to get a role in Warren Beatty's new movie but Ross and Chandler are unwilling to help him.,1,1,1,1,0,1,0,Rachel,,,,,,,,,,,,,Monica,,,,,,Joey,,,,,,,,,,,,,,,,Ross,,Chandler,,,,,,,,,,,,,,
1996,3,1,The One with the Princess Leia Fantasy,22,Gail Mancuso,8.4,3482,Monica suffers from insomnia and depression following her breakup with Richard. Joey struggles to accept Chandler and Janice's relationship. Ross confides in Rachel about one of his fantasies.,1,1,1,1,0,1,0,Monica,,,,,,,,,,,Joey,,,,Chandler,,,,Ross,,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,2,The One Where No One's Ready,22,Gail Mancuso,9,4637,"A stressed Ross desperately and insistently tries to get the rest of the gang ready for a black tie event at the museum, while Joey and Chandler clash over personal belongings and personal space.",1,1,1,0,0,0,1,,,Ross,,,,,,,,,,The Gang,,,,,,,,,,,,Joey,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,3,The One with the Jam,22,Kevin Bright,8.1,3324,Monica tries to get over Richard by using her free time to make jam and considers artificial insemination through a sperm bank. Phoebe is stalked by a man who mistakes her for Ursula.,0,0,0,0,1,1,0,Monica,,,,,,,,,,,,,,,,,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,4,The One with the Metaphorical Tunnel,22,Steve Zuckerman,8.1,3199,Chandler tries to get over his fear of commitment. Phoebe poses as Joey's agent after she forgets to tell him about an audition. Ross panics after seeing Ben play with a Barbie doll and tries to convince him to play with more manly toys.,1,1,1,0,1,0,0,Chandler,,,,,,,,,Phoebe,,,Joey,,,,,,,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,5,The One with Frank Jr.,22,Steve Zuckerman,8.1,3292,Phoebe has trouble bonding with her half-brother Frank when he comes to visit. Joey attempts to build an entertainment center. Ross is challenged to name the five celebrities he'd like to sleep with most.,0,1,1,0,1,0,0,Phoebe,,,,,,,,,,,,,Joey,,,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,6,The One with the Flashback,22,Peter Bonerz,9.1,4291,"The gang remember the events three years ago, when several of them almost slept together.",0,0,0,0,0,0,1,The Gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,7,The One with the Race Car Bed,22,Gail Mancuso,8.3,3238,"Joey becomes a learning extension teacher in soap acting, and loves the respect from even more clueless kids. Monica chooses a ridiculously cheap bed from Janice's ex; Phoebe signs for her ...                ",0,1,0,0,1,1,0,Joey,,,,,,,,,,,,,,,,,,Monica,,,,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,8,The One with the Giant Poking Device,22,Gail Mancuso,8.4,3258,Chandler is devastated after Joey tells him he saw Janice kissing her ex-husband. Monica accidentally bumps Ben's head into a post when she and Rachel babysit. Phoebe is paranoid if she goes to dentist someone she knows will die.,1,1,0,1,1,1,0,Chandler,,,,Joey,,,,,,,,,Monica,,,,,,,,,,,Rachel,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,9,The One with the Football,22,Kevin Bright,9,4588,"Old sibling rivalry between Monica and Ross resurfaces and postpones Thanksgiving dinner when the gang decide to play a game of ""touch"" football.",0,0,1,0,0,1,1,,,,,Monica,,Ross,,,,,,,The Gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,10,The One Where Rachel Quits,22,Terry Hughes,8.1,3268,Ross accidentally breaks a little girl's leg and tries to help her sell boxes of cookies which recreates Monica's childhood fixation. Rachel quits her job at Central Perk and Joey's Christmas tree selling conflicts with Phoebe's principles.,0,1,1,1,1,1,0,Ross,,,,,,,,,,,,,,,,,,Monica,,,Rachel,,,,,,,,Joey,,,,,,Phoebe,,,,,,,,,,,,,,,,
1997,3,11,The One Where Chandler Can't Remember Which Sister,22,Terry Hughes,8.6,3374,A drunken Chandler fools around with one of Joey's sisters - but he can't remember which one. Ross becomes skeptical when a guy at the diner gets Rachel an interview for a position at Bloomingdales.,1,1,1,1,0,0,0,,,Chandler,,,,,,Joey,,,,,,,,,Ross,,,,,,,,,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,12,The One with All the Jealousy,22,Robby Benson,8.2,3213,"Ross becomes insanely jealous of Mark. Monica hooks up with a co-worker, who writes her a poem with a hidden meaning. One of Joey's numerous lies on his resume is exposed when he takes part in a Broadway production.",0,1,1,0,0,1,0,Ross,,,,,,Monica,,,,,,,,,,,,,,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,13,The One Where Monica and Richard Are Just Friends,22,Robby Benson,8.2,3225,"Monica's willpower is tested when she bumps into Richard. Joey and Rachel exchange their favorite books. Phoebe dates an athletic guy who doesn't realize he has a ""wardrobe malfunction"".",0,1,0,1,1,1,0,Monica,,,,,,,,,Joey,,Rachel,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,14,The One with Phoebe's Ex-Partner,22,Robby Benson,7.9,3211,"Phoebe is reunited with her former singing partner who thinks ""Smelly Cat"" has hit potential; Chandler dates a woman with a prosthetic leg.",1,0,0,0,1,0,0,Phoebe,,,,,,,,,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,15,The One Where Ross and Rachel Take a Break,22,James Burrows,8.5,3450,Ross seeks solace at a party after a bitter fight with Rachel and ends up in the arms of another woman; Phoebe's date needs an interpreter to communicate.,0,0,1,1,1,0,0,Ross,,,,,,,,,,,Rachel,,,,,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,16,The One with the Morning After,22,James Burrows,9.1,4192,"Ross is guilt-ridden after sleeping with Chloe and desperately tries to stop Rachel from finding out and when she does, the rest of the gang listen to them argue and end up trapped in Monica's room for the rest of the night.",0,0,1,1,0,1,1,Ross,,,,,,,,,,,,Rachel,,,,,,,,,,,The Gang,,,,,,,,,,,Monica,,,,,,,,,,,,,,,,,
1997,3,17,The One Without the Ski Trip,22,Sam Simon,8.3,3154,"Monica, Chandler, Phoebe and Joey become stuck in the middle of Ross and Rachel's fight following their break-up.",1,1,1,1,1,1,0,Monica,Chandler,Phoebe,,Joey,,,,,,,Ross,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,18,The One with the Hypnosis Tape,22,Robby Benson,8.4,3268,Monica goes out with a guy who turns out to be a software billionaire. Chandler's stop smoking hypnosis tape has an unexpected side effect. Frank makes a surprise announcement that he is getting married - to a woman twice his age.,1,0,0,0,0,1,0,Monica,,,,,,,,,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
